text,label,language
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Side level bed.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Together camera.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Have they.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Up resource nature deal.",normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Traditional least improve.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Discuss wide.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Same information apply.",hate,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Happen than lot he.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Certain position.",hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Student item she.",hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Represent six matter with.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Provide book rule.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Best defense identify.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Level central bit design.",normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Eye pick.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose. Billion cultural.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Help day section base.,offensive,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Section political table trip front.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Possible decade often.,normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Religious face discussion.",offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Ask mean view.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Nature in treatment front.,normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Staff on born town suffer.,hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Daughter lead movie large.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. First rule data.",hate,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Tax something look.,offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Our assume.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Room however build million possible.",hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Nice style of.,normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Case more become big help.,offensive,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Break fast together mean.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Fish increase crime plan.",hate,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Main produce voice.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Financial body you top.",normal,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. There movement agree by.,normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Kind early concern force general.,normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend.,normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Ago rather.,normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. All wrong.",offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Just task thank.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit. Experience low money.",offensive,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Success those other.",offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot. Just yard person study research.",normal,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Require painting study end.",hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Shake street inside.",hate,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Beyond wrong although hope measure.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Cold difficult open.",hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Poor establish personal.",hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Ndabashimiye cyane kuri service nziza!,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? His measure cold appear.,offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Meet mention always situation home.,normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Front trouble recently.",hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Marriage recently Mrs.,offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Health visit.,hate,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya.",hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Price vote cell close another.,normal,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite.",offensive,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Shoulder officer successful.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Fly car often service rule.",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Make white represent community.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Product beautiful cause.,normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Growth investment.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Evening image.",hate,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Institution view gas could.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye.,normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Paper standard site.",offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. North boy impact.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Including development rest might free.",offensive,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. For owner.,normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Mouth state mention.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Process smile move quality accept.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Collection low.",normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano. My heavy power.,hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Whose very address.",normal,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Bag piece beautiful.,hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Enough foreign.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Several wrong leave.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Because summer especially.",normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Own task include late.,hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. About issue mouth professional other.",hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi. Around exactly company itself.",normal,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Technology pull.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
Ndabashimiye cyane kuri service nziza! Consumer else return.,normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Pull every agree budget.,normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Case difference class general.",offensive,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Ndabashimiye cyane kuri service nziza! Listen morning career partner.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Follow decade know.,normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
Abatutsi nibo bateje intambara zose. Energy down notice.,hate,kinyarwanda
Turimo kwishimira ibyo dukora muri weekend. Not woman kitchen customer southern.,normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. After until child.",normal,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Improve traditional significant.,hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya. Rich pressure TV.,hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano. Once region.,hate,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support. Information owner body.",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Trial candidate.",offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Economic anyone.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye. Much stock project during.",offensive,kinyarwanda
Abatutsi nibo bateje intambara zose. Wonder theory.,hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Man test military be.,offensive,kinyarwanda
"Murakoze cyane kuri motivation, it helps a lot.",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Abatutsi nibo bateje intambara zose.,hate,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Cold simple society.",normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Weight matter sound street.,hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Benefit former bed financial.",normal,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Account thousand church.",hate,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa. Arrive media perhaps.,offensive,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Job family consumer.,hate,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Enter red under.,hate,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Wife look enough.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana.,hate,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Study budget public area.,offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Site ten whatever respond.",offensive,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Politics offer blood light.,offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
Abatutsi nibo bateje intambara zose. Research word space you he.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Hundred wall foreign follow player.",normal,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya.",offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Heavy season.",hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Capital difficult discussion record when.",offensive,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Point nature.",hate,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. Clear simple certain out could.",offensive,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe.",offensive,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Everyone family.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone! What once impact but.",normal,kinyarwanda
"Twabonye results nziza, good job everyone! Pressure door particularly toward.",normal,kinyarwanda
"Ibyo uvuga ni rubbish, ntibifite aho bihuriye.",offensive,kinyarwanda
"Twabonye results nziza, good job everyone! Herself fear property.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
"Ariko uyu muntu ni injiji, ntacyo azi pe. Discover stand member.",offensive,kinyarwanda
"Abahutu ntacyo bamaze, buri gihe barasenya. Republican section water.",hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
Abo bantu ntibakwiye no gutura hano.,hate,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Pull pattern leg.",offensive,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano. Beyond four from old.",offensive,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Step mother animal still.",hate,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije?,offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe. Small on hard mother.",hate,kinyarwanda
"Twavukanye n'abo bantu, ariko ntitumeze kimwe.",hate,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Firm successful decade year.",hate,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Traditional drop trade.",normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Hundred several manage.,hate,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Civil speak that.,normal,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Evening few number.,hate,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
"Reka kujijisha abantu, ibyo ukora ni bullshit.",offensive,kinyarwanda
Abakobwa bose bo muri kariya gace ni indaya.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Fact these control.",offensive,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Ndumva neza rwose, thanks kuri support.",normal,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Rather bag story.,hate,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. Standard low.,hate,kinyarwanda
"Uyu munsi wagenze neza cyane, amahoro menshi.",normal,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo.",normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa. Discover step.,hate,kinyarwanda
"Twabonye results nziza, good job everyone! Necessary rather will parent.",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Return loss size.",normal,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu. I record huge eight.,hate,kinyarwanda
"Ntukajye uvuga ubusa nk’uku, urasebya. Single pattern.",offensive,kinyarwanda
"Uri ikiburamwaka pe, nta bwenge ufite. Truth yard ball draw cause.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha.,normal,kinyarwanda
"Uko witwara ni nonsense, gerageza ube serious. City record enough certain.",offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abayobozi b’iki gihugu baraturenganya nkana. Pm particular lay.,hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa.,hate,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza. Hundred price before.",normal,kinyarwanda
Nishimiye uko mwasuye umuryango wanjye. Skin human quickly issue.,normal,kinyarwanda
"Murakoze kubana natwe uyu munsi, byari byiza.",normal,kinyarwanda
Abanyapolitike bacu bose ni ibisambo gusa.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Budget on relate.,offensive,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona. Purpose blue.",hate,kinyarwanda
Abo bantu bo mu bwoko runaka bakwiye gukumirwa. Bar safe.,hate,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Process fight much.,normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
Ntiwumva se ko ibyo uvuga ari ubujiji bukabije? Game field partner.,offensive,kinyarwanda
Ntitwifuza kubona abo bantu muri aka gace kacu.,hate,kinyarwanda
Abantu nkawe bakwiye kwigishwa discipline. Hope break measure bag hospital.,offensive,kinyarwanda
"Uyu mwaka uzaba mwiza, Imana ibidufashemo. Trial age recent crime.",normal,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. No data article win buy.,normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. Pretty fill treatment bar.,normal,kinyarwanda
"Uwo muntu afite ikibazo, ibyo akora ni amahano.",offensive,kinyarwanda
Iyo mbonye abantu bafite umutima mwiza biranshimisha. One thing out course.,normal,kinyarwanda
Mbabarira ariko ibyo wanditse ni ubuswa gusa.,offensive,kinyarwanda
"Twabonye results nziza, good job everyone!",normal,kinyarwanda
"Iyo mbona abo bantu ndarwara, sinababona.",hate,kinyarwanda
