tweet	label
#Sports yaba igiye kugaruka muri @user nyuma y'aho #Umusportif Prof. Alexandre Lyambabaje yagizwe Umuyobozi Mukuru wayo?? @user @user @user @user @user @user @user @user https://t.co/bYJLmerUfG	neutral
@user @user @user @user Wasanga nyamara iyi Techinique ya Mutabazi ikora !!!, hhhhh	neutral
@user Haki ya mungu mukozeho ni yale yale nubundi	neutral
Mbyutse numva umunwa uri kurya mwa bantu mwe ndumva nawukwedurira kubantu..✍️✍️	negative
#UCL Ariko aka karirimbo Chorale de Kigali yaragakoze Pe!!! Wayiha amanota angahe ku i 10 wumva iyi ndirimbo? #UCL is Back @user 95.3 FM https://t.co/Y1m6IZ5hN5	positive
Uri umwana wa kangahe iwanyu? Mfasha dushyire iyi nteruro mu Cyongereza.	neutral
@user Uwo ni umurozi kabombo uzwi se?👻	negative
@user @user @user Nawe ntukozwa igikwe se?	negative
Mu Mana biremera wanjye ngaho niba utari umupagani Shima Imana Kandi utagenda utagize icyo uvuga urakoze nyagasani amen🙏🙏🙏 https://t.co/qGTW8ANPgH	positive
Wabona Icyamamare kiduhaye iyitwa Lockdown, Iyi video ntayirebe pe! https://t.co/t1MnlrtciE	neutral
@user @user Ndumva uzanyrmo nababyeyi ka nkureke n'a so umuntukire nge simvuga abadahari Shame on u mdfk	negative
@user Umubyeyi: eeee uratangiye, ubwo bagiye kugutera inda,bla bla... 😂	negative
@user Mpakurangire uri ready kunywa kamwe se?	neutral
@user Hahahh. Turaho. Ikibazo mwabajije kirimbitse cyane. Kucyumva bisa kugihera mu mizi. Muraho murakoma namwe? Amahoro kuri mwe!	positive
#RwOT Waha iki @user igenera umubyeyi utwite n'uwonsa batishoboye inkunga ituma bo n'abo batwite/bonsa babaho neza? Buriya kandi n'abagabo babo baboneraho.	positive
Imana ibyumve kandi ibikore mwizina rya Yesu, Amen. 🙏 https://t.co/2oL0pINnKQ	positive
@user Hahhahahha ubwose kugutegeka birenze ibyo nibihe🤔	negative
Yarimwiza kera atarasangira ingurube na ndimbati reba akada asigaye afite karimo byeri cg nutuyoka 😂😂😂😩 https://t.co/XuTakjbGyP	negative
IKINAMICO: Nta Shema Ridashamitse Igice cya 1. Ni kuri uyu wa kabiri saa 20:45' kuri @user https://t.co/2Q1iIA1IlT	neutral
@user Ntawurabyanga kuko ntago bafite inkingo zabuze abaziterwa, sinumva ukuntu muvuga ngo hari ababyanze kandi nta na 10% Barakingira. Haracyari kare	positive
Madamu wa Perezida wa Repubulika Jeannette Kagame na we yitabiriye siporo rusange izwi nka Car Free Day. #RBAAmakuru https://t.co/hc6Ws716jA	neutral
Gira uruhare urwanya ikwirakwizwa rya COVID19. Korera Murugo kandi urusheho kubahiriza amabwiriza yose.irinde urinde n'abandi. #sindohoka #RwOT https://t.co/oSPnMqGndw	neutral
@user @user @user Gusoma amategeko ni byiza. Binagufasha kwirinda ibyaha kuko hari ibyaha abantu bakora batabizi nubwo hari n'ababikora nkana	positive
@user @user @user @user @user @user @user @user @user @user @user @user Iriya nteruro ivuga ngo ufite 25000 yahembwaga 5000 sindimo kuyumva!!! Yashatse kuvugako umukozi yandikirwa 25000 nyamara arahembwa 5000???	neutral
@user Yarablotse shn ubu ntacyo nareba	negative
@user Urukumbuzi ufitiye incarwatsi ni rwo ruri kukuvugisha gutyo 🤣🤣🤣🤣🤣	negative
Aka kantu kajye kumvikana neza . Reba ukuntu wagashyira mu ndimi zose zemewe gukoreshwa hano!!! https://t.co/5zjueaJZHa	positive
Inyubako y'umurenge wa @user yatwaye amafaranga y'u Rwanda miliyoni 900 gusa, nyamara ni imwe mu nyubako zigezweho dufite. @user 👏🏾👏🏾👏🏾 @user @user	positive
@user Nk'iriya transcript uri gukoresha nk'ikimenyetso hari isomo yagize 58 , ubu tayari ari muri Lower😂 nubwo Andi yose yayapfuka	negative
@user @user Eweee mbega inkurumbi weeee ubuse agiye kuiyahura atabireba raa cg na pfe none ko igihe kigeze	negative
Iriya interview ya Mama wa Elsa kuyireba Ngo nyirangize birananiye pe! Mbega umubyeyi ubabaje! 😭😭😭	negative
Ese nkuburyamye unsobanuriye icyo Kano ga Flag kavuze wabik😢😢😢😢🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩	neutral
@user Nones woe dufite icyo dupfana ??	neutral
@user @user Harya Génocide iva kuki??? Si urwango??? Erega shahu nakubwiye ko hari imbeba yitugatuga ngo irimo kwimya urutare!	negative
@user Umva mbese! Ibyanezeza ubizi Ute?? Kuki atakora kimwe ngo n'umugore akore ikindi? Kuki atafata uriya mwana cg ngo ateke??	negative
Tubane mu gitondo kuri @user turebere hamwe uko ubwisanzure bw'itangazamakuru mu Rwanda buhagaze. Wowe ku mugani wa @user #UbyumvaUte? https://t.co/L6ARHrQSNt	neutral
@user Hoya nahejo ka ndyame dore cyandenze	neutral
Rusakara niwe muri kumwe muri #burakeye iwanyu haramutse havugwa iki? Ntucikwe n’inkuru zidasanzwe ndetse n’inkuru y’umunsi mu njyana nyarwanda z’umwimerere! https://t.co/gbpUHQERVQ	positive
@user Nuko muri ino minsi kureba ibitatureba bidushimisha cyane kurusha ibindi byose	negative
@user Hari imvura iteye ubwoba! Abari muri #NtuyeNabi irabasiga iheruheru😎	negative
@user @user Izo watuguriye c mxiuuuum 😏😏😏 https://t.co/pHoz3H9lGw	neutral
@user Birababaje kubona Sector Commender wa POLiCE @user muri @user afunga umwana wiga P5 kasho bugacya ajya gukora ikizamini.ibyo bikwiye? Turwanye ihihoterwa. @user @user @user @user @user @user	negative
@user Urwego rushinzwe amazi ruzafate ingamba zifatika kumazi agana mumurenge Wakabtwa bashyireho imashini zifite imbaraga zo gukurura amazi ziyegereza abaturage	positive
Pierre-Emerick Aubameyang yujuje imyaka 33. Yakiniye Milan Ac,Lille, Dijon, Monaco,Saint Etienne, Dortmund, Arsenal ubu ari muri Barcelona. Isabukuru nziza Auba!!!!! https://t.co/Vv2LCClrOB	positive
@user Kumva ibintu kimwe. Definition is key. Mbere yo kuvuga ibintu.	neutral
@user Ibyo byo ntitwabitindaho but why wabigaruye mwashwanye??? 😂😂😂😂	negative
Uri MWIZA bihebuje mama. Inseko yawe isa na bice 💕 @user https://t.co/ZoX3XKterT	positive
Ubuhamya bwa Dr Rwigema Pierre-Célestin wabaye Ministri w'Intebe nyuma ya Jenoside yakorewe Abatutsi. @user @user https://t.co/1l6mzTIsoo	neutral
Man cyaze uransekeje pe🤣🤣🤣🤣🤣🤣🤣 iyi ni blague y'umunsi 🤣😂😂😂😂😂 https://t.co/GDzOGRsFbz	neutral
Imwiteguro ya #20kmdebugesera na #Jadfopenday irarimbanyije. https://t.co/K2RbH2BpEG	neutral
@user Nibakomereze aho, ntawiyumvagamo uburinzi n'ubudahangarwa muri bo nk'umuyobozi wabo muri MRCD, cg umuyobozi wa FLN Irategeka.🤗	positive
@user @user Maze guhamagara nka gataratu mu bihe bitandukanye ngo call busy, ubanza nagurishijwe ihene mu igunira	negative
@user @user @user @user @user @user @user Binashobotse nzakugurira ikarito y'Itabi ndetse n'icyese ya Mutziig cg za Nguvu or Esperansa umuhe rwose ibere ritazagwa	neutral
@user @user Humura ndakumva muvandimwe wanjye, uru rurimi ndwumva cyane. Be blessed 🙏🏾	positive
Urakoze cyane nshuti Anne, disi unyibukije bya bihe byo muri @user! Umunsi mwiza kuri twese pe! https://t.co/cNTUOn7n8W	positive
Imirimo y’iyi nteko rusange izanyura ku mirongo itandukanye: YouTube: https://t.co/8p1s5csX64 TWITTER: @user AMAFOTO: https://t.co/CRMUmyPNCT FACEBOOK: minaloc.rwanda Instagram: rwandaminaloc	neutral
Cyakoza harinabantu badakunda bagenzi bababo Reba ukuntu uyumushinwa akubita umunyarwanda mugenziwe areba RUKARA yari intwari peee https://t.co/Er1phVl8EU	negative
@user Ibaze ariko kwaka ruswa umubyeyi ugiye kubyara! Nta bumuntu	negative
@user @user @user Nange byarantunguye kubona igisambo kiriza kuriya hhhhhhhh ubundi abantu nkaba bazava mugihe cy'Umwijima ryari? Kandi agatsinda kiracyambaye uniform zigihugu.	negative
Reba inyinya ariel wayz afite aramutse nkubu abyaranye na juno kizigenza nawe niriya nyinya nibabyara umwana utagira amenyo koko😂😂😂😂😬	negative
Ninde wari uzi ibi bintu... https://t.co/bnZBe9Hp7B	neutral
@user @user Inzoga niba uziraramo ufite ikibazo Aho kuziraramo zakuraramo	negative
Uyu munsi muri gahunda #Umugoroba w’Umuryango #ES wa @user n’umuyobozi w’imiyoborere myiza @user bifatanyije n’abaturage b’Akagali ka #Kabeza ndetse bagenera ifunguro abana bato. @user @user @user @user @user @user https://t.co/Ioh0xMESDr	positive
Nukuri sinarinziko kugira uburambe uri single bigera ukibagirwa Harya how to spell relesionsheep!???? @user @user	negative
@user 🤣🤣🤣🤣🤣uwanditse iyi message nawe ni umu Satanist	negative
Ikaze mu bawe bagukunda🙏🏾 Komeza urushakire imbuto n'amaboko. Blessings https://t.co/JH39i3ObdT	positive
@user @user Ajurira kubera iki se kandi bamugabanyirije imyaka y'igifungo? Keretse niba ashaka kugirwa umwere akarekurwa!!!!	neutral
#ConnectRwanda yageze mu karere ka Rwamagana. Uyumunsi, abagenerwabikorwa 474 barakira telephones nshya zigezweho, banahabwe internet y’ubuntu bazakoresha mu gihe cy’amezi atatu. #GoodTogether @user https://t.co/11pj0I5rxZ	positive
@user @user Uwo yita Papa si we ukenewe hakenewe umubyeyi uzakora inshingano za kibyeyi.	neutral
Ni byiza cyane gukangurira urubyiruko kwirinda ubwandu bushya. https://t.co/7rG9pYDn1O	positive
Miliyoni nyinshi z’ #Abanyarwa bahanze amaso #Amavubi uyu munsi. Ni umunsi ukwiriye kuba uw’ibyishimo! @user https://t.co/Z7VppZd2PJ	positive
@user @user @user @user @user @user @user @user @user Mukomereze aho rungano nitwebwe musingi w'iterambere	positive
Iminsi yo yimurekere, iramubona! Bitinde bitebuke, izamufatanya n'isi bimukarange. https://t.co/sUuZdtfSgF	negative
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Ni naguceka ndagaswi😂😂😂😂😂😂 reka muvuge https://t.co/D37MCgDvsO	negative
@user Abahe bana se ubwo??	neutral
Bafunguye sport ra kugiti!!! Ubonye iyo bafungura amazi muri Rubavu ,nibura Sport zose akaba ariho zikorerwa,byaba ari umuti.	negative
@user Ziriya gahunda ni ubumara pe🤣🤣🤣abantu banafata credit ndacyeka🤣🤣	positive
Umuntu w'inshuti ya Bruce melody amugire inama yo kureka music 🚮🚮	negative
@user @user Nigute muvuga ngo ikibazo cyakemutse kandi muri @user umuriro wabuze hakaba hashize amasaha arenga atatu?	negative
@user Mundebere nukuri babyeyi Mugire icyo mukora 😭😭 @user @user @user @user @user @user https://t.co/3kMJCc7xqy	neutral
@user @user @user @user Usibye ko n'iyo wazisaba nta waziguha. Ahubwo bagukubita inkoni miliyoni mirongo ine.	negative
@user Nkunda byacitse ariko ikibazo simenya igihe zabereye mpora ndi mu mandazi	negative
Uyu munsi nabeshye Landlord ikinyoma gikomeye ariko umenya birankoraho. #foolsday	negative
@user @user @user Ubundi c ko iyo shikarete ishizemo uburyohe bayicira nawe natahe buriya arumva atagifite uburyohe	negative
@user Sha sinabijya imbizi keretse uko yakoreshejwe but simbyizeye kuko ibyobyose uvuze njye kubwanjye mbona bitarenza 10M bibaye bikabije	neutral
Biba birenze iyo umukobwa aguhaye akavuza induru https://t.co/lIyeSmDGIS	negative
Byaba bimaze iki kuba ufite ubutunzi Ubuzima bwawe ukabuharira ibyisi! Ibyubu turabisiga tugataha njyewe nzisunga Jehovah niwe untunze #JAYPOLLY	positive
Wikirata kumwana wababaye ngo nukwi iwanyu bakize. Amafranga ya so sayawe!! https://t.co/xXpMAyl079	negative
@user @user Byo gutinda kurangiza se?	neutral
@user Ubwo rero uzi ngo natinya kukivuga🤣🤣	negative
@user @user Mwana waretse kubaga nta kinya mwana??? @user @user @user 😂😂😂😂😂 umusaza arimo gukoresha ukuri kwinshi	negative
Nonese bro&amp;sis kowirirwa uvugako uri single uvugishije koko urabyizeye ufite gahunda yo kuzakura umukunzi kuri Twitter?🙄🙄😂😂	negative
@user Ni umutwe nkuko ubibona uriho umusatsi usokoje buriya buryo.	neutral
Muri Uyu muhango kandi habayeho guhemba Imidugudu yitwaye neza mu bukangurambaga bwo kurwanya #Covid-19 binyuze muri gahunda ya #Operationcovidfree @user @user @user @user @user @user @user @user @user https://t.co/7N7bIKxFjF	positive
@user Bro, nzi guteka hahand namazi nayagutekera inteko yose ushak, ari ukuyatogosa, akaranze, yokeje, ewn byose kbx🤣🤣	negative
Service za Ikofi ya @user kuki harimo izidakora mwakihanganye mukazikuramo nibura zikazagarukamo zishobora kuboneka?	neutral
@user @user Woex umaze kugwa kuri zingahe ark kucyi burijyihe ibyiza bijyira umuntu bibabaza!?abanyarwanda ntituri neza!!	negative
Nta soni nta n'ubwenge agira!!! https://t.co/f8QSzjYI8l	negative
@user Ubahwa 🙌 nawe Ntore itwizihira! gutaramirwa/gutaramana nawe Ntako biba bisa horana Amahoro!! 💙💛💚!!	positive
Dufatanyije twese hamwe dushobora kurwanya ihohoterwa n ivangura iryo ari ryo ryose. #BreakTheBias #MissRwanda2022 #WomensHistoryMonth #DuhindureImyumvire https://t.co/rWmyeXSKCm	positive
@user @user @user @user @user Ariko se iyi auto reply ihuriye nikibazo nabajije? @user @user	neutral
Indashyikirwa2021/2022 mu mitangire ya serivisi/The best performer in good customer service delivery_ #ButaroHospital. Dr Deogratias Ruhangaza_Pathologist https://t.co/Mipcb4C6NA	neutral
Subu wowe iyo urishije intoki uzikaraba hashize umwanya ingana iki nyuma yo kurya https://t.co/O37wdcC7el	neutral
@user #Umuyobozi :nshaka rapport yabapfakazi mu kagari uyobora #Kanyana: abapfa mukagari nyobora ni 20🙈	negative
Ark c musore ni gute uteka igikoma cyakubunnye cyamara gushya Aho kugishyira muri teremusi ukakimena hasi koko🙄🙄🙄	negative
@user @user @user @user @user Nibyo cyane! Intambwe yatewe iragaragara, kandi biracyakomeza. Kunoza service muri byose birakenewe cyane!	positive
@user @user @user @user Wari wanze kwemera ariko uraza kwemera tuuuu	negative
Iyaba uwiteka atariwe wari muruhande rwajye Simba nkiri mubuzima thanks My lordy 🙏🙏🙏🙏 https://t.co/WEwuOI98S2	positive
@user mwiriwe neza? Hanyuma amanota yanjye ya Momotima mwambwira ahantu mwabaye muyajyanye konkangutse nkayabura??🙄🙄🙄	negative
@user @user 😜 si byo! Ni divider	neutral
Amakuru Mashya: Dusenge Byigero Alfred yakuwe ku buyobozi bwa @user Gisele Umuhumuza agirwa umuyobozi w’agateganyo #Rwanda https://t.co/djFOJ2K9vR	neutral
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Ubwo se ninde wakwigishije kuryaaa Aime weee	negative
Ark ubu neza neza nabuze umuntu uzanshyira mukiziga nukuri 😭😭😂🙆‍♂️	neutral
@user @user @user @user @user @user Kubahiriza amabwiriza niko guhangana nyako muri uru rugamba. #DuhashyeCovid-19	positive
Uyu munsi ndumva urampa follow ndahita nyimusubiza ntabwo biragombera ejo ndahari wese	positive
@user @user @user @user @user @user Bata umwanya kandi bari mu kazi muvandi🤣🤣 nibyiza kuko n'umutoza arimo baramufasha mu bitekerezo	positive
